ID,data,tipo,categoria,valor,descricao
1457,2025-07-10,saida,Marketing,835.67,Transação referente a Marketing
639,2025-07-10,entrada,Aportes,4297.43,Transação referente a Aportes
820,2025-07-10,entrada,Rendimentos,6863.69,Transação referente a Rendimentos
613,2025-07-10,entrada,Prestação de Serviços,3187.77,Transação referente a Prestação de Serviços
1320,2025-07-10,saida,Impostos,485.1,Transação referente a Impostos
245,2025-07-10,saida,Software SaaS,4360.38,Transação referente a Software SaaS
1132,2025-07-11,saida,Folha Salarial,2863.93,Transação referente a Folha Salarial
998,2025-07-11,entrada,Rendimentos,6167.53,Transação referente a Rendimentos
953,2025-07-11,saida,Marketing,581.11,Transação referente a Marketing
34,2025-07-11,saida,Aluguel,4066.41,Transação referente a Aluguel
207,2025-07-11,saida,Folha Salarial,2581.02,Transação referente a Folha Salarial
396,2025-07-11,entrada,Prestação de Serviços,3852.52,Transação referente a Prestação de Serviços
168,2025-07-11,saida,Manutenção,422.29,Transação referente a Manutenção
73,2025-07-12,saida,Software SaaS,1268.86,Transação referente a Software SaaS
1361,2025-07-12,entrada,Vendas de Produtos,13447.68,Transação referente a Vendas de Produtos
387,2025-07-13,saida,Aluguel,4228.66,Transação referente a Aluguel
178,2025-07-13,saida,Marketing,3264.97,Transação referente a Marketing
1117,2025-07-13,saida,Marketing,1133.57,Transação referente a Marketing
349,2025-07-13,entrada,Rendimentos,3094.46,Transação referente a Rendimentos
58,2025-07-13,entrada,Rendimentos,4846.88,Transação referente a Rendimentos
1489,2025-07-14,entrada,Aportes,12894.95,Transação referente a Aportes
146,2025-07-14,saida,Folha Salarial,3909.39,Transação referente a Folha Salarial
224,2025-07-14,entrada,Prestação de Serviços,3972.58,Transação referente a Prestação de Serviços
213,2025-07-14,entrada,Rendimentos,5858.84,Transação referente a Rendimentos
1333,2025-07-15,entrada,Prestação de Serviços,13048.11,Transação referente a Prestação de Serviços
1201,2025-07-15,entrada,Prestação de Serviços,8225.76,Transação referente a Prestação de Serviços
1345,2025-07-15,entrada,Aportes,13147.17,Transação referente a Aportes
1097,2025-07-15,entrada,Aportes,11882.17,Transação referente a Aportes
590,2025-07-15,saida,Impostos,1797.81,Transação referente a Impostos
913,2025-07-15,entrada,Rendimentos,13661.66,Transação referente a Rendimentos
438,2025-07-15,entrada,Rendimentos,12583.11,Transação referente a Rendimentos
336,2025-07-15,entrada,Aportes,12459.72,Transação referente a Aportes
534,2025-07-15,saida,Software SaaS,2367.69,Transação referente a Software SaaS
823,2025-07-16,saida,Folha Salarial,723.39,Transação referente a Folha Salarial
286,2025-07-16,saida,Aluguel,1671.22,Transação referente a Aluguel
896,2025-07-16,saida,Aluguel,2542.31,Transação referente a Aluguel
615,2025-07-17,entrada,Rendimentos,6886.96,Transação referente a Rendimentos
426,2025-07-17,saida,Logística,578.05,Transação referente a Logística
1189,2025-07-17,entrada,Vendas de Produtos,2166.2,Transação referente a Vendas de Produtos
1382,2025-07-17,saida,Folha Salarial,4390.72,Transação referente a Folha Salarial
523,2025-07-18,saida,Aluguel,1826.0,Transação referente a Aluguel
1455,2025-07-18,saida,Impostos,3473.35,Transação referente a Impostos
49,2025-07-18,saida,Aluguel,787.68,Transação referente a Aluguel
1170,2025-07-18,saida,Logística,3317.92,Transação referente a Logística
263,2025-07-18,entrada,Prestação de Serviços,4029.19,Transação referente a Prestação de Serviços
294,2025-07-19,saida,Manutenção,3579.16,Transação referente a Manutenção
1400,2025-07-20,entrada,Rendimentos,3194.45,Transação referente a Rendimentos
1165,2025-07-20,saida,Manutenção,421.25,Transação referente a Manutenção
930,2025-07-20,saida,Impostos,380.14,Transação referente a Impostos
1422,2025-07-20,entrada,Prestação de Serviços,3383.59,Transação referente a Prestação de Serviços
1005,2025-07-21,entrada,Prestação de Serviços,6964.32,Transação referente a Prestação de Serviços
282,2025-07-21,entrada,Aportes,14492.32,Transação referente a Aportes
1499,2025-07-21,saida,Impostos,3188.63,Transação referente a Impostos
1384,2025-07-22,entrada,Aportes,1164.01,Transação referente a Aportes
858,2025-07-22,saida,Logística,3351.87,Transação referente a Logística
1023,2025-07-22,saida,Impostos,1400.04,Transação referente a Impostos
175,2025-07-22,saida,Logística,3567.71,Transação referente a Logística
1118,2025-07-22,saida,Impostos,3839.99,Transação referente a Impostos
784,2025-07-22,saida,Impostos,98.98,Transação referente a Impostos
1427,2025-07-22,saida,Software SaaS,3807.6,Transação referente a Software SaaS
1346,2025-07-22,saida,Software SaaS,1326.02,Transação referente a Software SaaS
1263,2025-07-22,saida,Impostos,1005.7,Transação referente a Impostos
1324,2025-07-23,entrada,Prestação de Serviços,5485.5,Transação referente a Prestação de Serviços
1436,2025-07-23,saida,Logística,3427.87,Transação referente a Logística
727,2025-07-23,entrada,Prestação de Serviços,5883.28,Transação referente a Prestação de Serviços
254,2025-07-24,entrada,Vendas de Produtos,7416.93,Transação referente a Vendas de Produtos
1433,2025-07-24,saida,Aluguel,1828.23,Transação referente a Aluguel
184,2025-07-24,entrada,Rendimentos,9664.99,Transação referente a Rendimentos
592,2025-07-25,saida,Software SaaS,4111.34,Transação referente a Software SaaS
1130,2025-07-25,saida,Logística,3183.81,Transação referente a Logística
1462,2025-07-25,saida,Aluguel,3544.04,Transação referente a Aluguel
358,2025-07-25,saida,Impostos,1569.84,Transação referente a Impostos
1219,2025-07-25,saida,Marketing,1582.7,Transação referente a Marketing
408,2025-07-26,saida,Manutenção,3675.11,Transação referente a Manutenção
1248,2025-07-26,entrada,Vendas de Produtos,11269.65,Transação referente a Vendas de Produtos
421,2025-07-26,saida,Folha Salarial,1363.79,Transação referente a Folha Salarial
201,2025-07-26,saida,Impostos,2217.27,Transação referente a Impostos
361,2025-07-26,entrada,Prestação de Serviços,4567.15,Transação referente a Prestação de Serviços
1401,2025-07-26,saida,Aluguel,925.92,Transação referente a Aluguel
914,2025-07-26,saida,Aluguel,1737.23,Transação referente a Aluguel
711,2025-07-26,saida,Impostos,3824.86,Transação referente a Impostos
846,2025-07-26,saida,Logística,773.03,Transação referente a Logística
917,2025-07-27,entrada,Aportes,5999.81,Transação referente a Aportes
298,2025-07-27,saida,Folha Salarial,3670.29,Transação referente a Folha Salarial
346,2025-07-28,entrada,Rendimentos,7202.62,Transação referente a Rendimentos
416,2025-07-28,saida,Marketing,1400.11,Transação referente a Marketing
1116,2025-07-28,entrada,Prestação de Serviços,1556.06,Transação referente a Prestação de Serviços
1030,2025-07-28,entrada,Prestação de Serviços,6189.34,Transação referente a Prestação de Serviços
166,2025-07-28,entrada,Vendas de Produtos,10793.68,Transação referente a Vendas de Produtos
1404,2025-07-28,entrada,Prestação de Serviços,4856.61,Transação referente a Prestação de Serviços
42,2025-07-28,entrada,Aportes,13539.78,Transação referente a Aportes
1149,2025-07-29,saida,Logística,1034.72,Transação referente a Logística
32,2025-07-29,entrada,Rendimentos,8302.72,Transação referente a Rendimentos
1287,2025-07-29,entrada,Aportes,2413.36,Transação referente a Aportes
1291,2025-07-29,saida,Impostos,2356.81,Transação referente a Impostos
174,2025-07-29,entrada,Aportes,8542.17,Transação referente a Aportes
463,2025-07-30,saida,Impostos,745.27,Transação referente a Impostos
1259,2025-07-30,entrada,Vendas de Produtos,11546.43,Transação referente a Vendas de Produtos
946,2025-07-30,saida,Folha Salarial,2671.63,Transação referente a Folha Salarial
66,2025-07-30,entrada,Vendas de Produtos,9210.4,Transação referente a Vendas de Produtos
432,2025-07-31,saida,Folha Salarial,2267.27,Transação referente a Folha Salarial
222,2025-07-31,saida,Manutenção,453.75,Transação referente a Manutenção
120,2025-07-31,entrada,Vendas de Produtos,1982.9,Transação referente a Vendas de Produtos
80,2025-07-31,saida,Software SaaS,1991.86,Transação referente a Software SaaS
924,2025-07-31,saida,Marketing,3955.53,Transação referente a Marketing
872,2025-07-31,entrada,Vendas de Produtos,11831.72,Transação referente a Vendas de Produtos
1217,2025-08-01,saida,Software SaaS,1392.5,Transação referente a Software SaaS
1121,2025-08-01,saida,Aluguel,3812.02,Transação referente a Aluguel
1195,2025-08-01,entrada,Aportes,4672.0,Transação referente a Aportes
764,2025-08-01,saida,Impostos,3003.8,Transação referente a Impostos
241,2025-08-01,entrada,Rendimentos,9811.51,Transação referente a Rendimentos
545,2025-08-01,saida,Aluguel,2440.17,Transação referente a Aluguel
1293,2025-08-01,saida,Manutenção,1294.16,Transação referente a Manutenção
655,2025-08-01,saida,Logística,2569.24,Transação referente a Logística
493,2025-08-01,saida,Marketing,3287.84,Transação referente a Marketing
167,2025-08-02,saida,Logística,4294.21,Transação referente a Logística
934,2025-08-03,saida,Software SaaS,4471.08,Transação referente a Software SaaS
148,2025-08-03,entrada,Aportes,7633.3,Transação referente a Aportes
383,2025-08-03,entrada,Aportes,14542.85,Transação referente a Aportes
985,2025-08-04,saida,Software SaaS,4193.14,Transação referente a Software SaaS
1176,2025-08-04,entrada,Prestação de Serviços,6667.49,Transação referente a Prestação de Serviços
508,2025-08-04,entrada,Prestação de Serviços,11751.57,Transação referente a Prestação de Serviços
806,2025-08-05,entrada,Vendas de Produtos,6494.08,Transação referente a Vendas de Produtos
1016,2025-08-05,entrada,Prestação de Serviços,1206.13,Transação referente a Prestação de Serviços
918,2025-08-05,entrada,Rendimentos,4687.94,Transação referente a Rendimentos
424,2025-08-05,saida,Software SaaS,3333.16,Transação referente a Software SaaS
1002,2025-08-06,saida,Software SaaS,3981.11,Transação referente a Software SaaS
969,2025-08-06,entrada,Vendas de Produtos,12496.47,Transação referente a Vendas de Produtos
96,2025-08-06,saida,Impostos,4357.89,Transação referente a Impostos
1460,2025-08-06,entrada,Vendas de Produtos,12071.06,Transação referente a Vendas de Produtos
1310,2025-08-07,entrada,Aportes,2551.35,Transação referente a Aportes
688,2025-08-07,entrada,Vendas de Produtos,5610.12,Transação referente a Vendas de Produtos
756,2025-08-07,saida,Folha Salarial,1764.98,Transação referente a Folha Salarial
1145,2025-08-08,entrada,Prestação de Serviços,10745.94,Transação referente a Prestação de Serviços
1254,2025-08-08,entrada,Aportes,9348.29,Transação referente a Aportes
1181,2025-08-08,entrada,Prestação de Serviços,2671.48,Transação referente a Prestação de Serviços
1500,2025-08-08,entrada,Prestação de Serviços,13818.88,Transação referente a Prestação de Serviços
747,2025-08-09,entrada,Rendimentos,2905.05,Transação referente a Rendimentos
234,2025-08-09,saida,Impostos,2305.0,Transação referente a Impostos
259,2025-08-09,saida,Marketing,3789.97,Transação referente a Marketing
1006,2025-08-10,saida,Folha Salarial,3287.08,Transação referente a Folha Salarial
975,2025-08-10,entrada,Rendimentos,1027.4,Transação referente a Rendimentos
123,2025-08-10,entrada,Rendimentos,9681.91,Transação referente a Rendimentos
102,2025-08-10,entrada,Vendas de Produtos,7084.95,Transação referente a Vendas de Produtos
304,2025-08-10,saida,Folha Salarial,363.12,Transação referente a Folha Salarial
1147,2025-08-10,saida,Logística,2378.64,Transação referente a Logística
1160,2025-08-11,saida,Folha Salarial,3893.66,Transação referente a Folha Salarial
869,2025-08-11,saida,Folha Salarial,2681.19,Transação referente a Folha Salarial
605,2025-08-13,entrada,Prestação de Serviços,6594.53,Transação referente a Prestação de Serviços
136,2025-08-13,saida,Manutenção,634.16,Transação referente a Manutenção
1440,2025-08-13,saida,Logística,1075.77,Transação referente a Logística
1363,2025-08-13,saida,Logística,1820.05,Transação referente a Logística
952,2025-08-14,entrada,Prestação de Serviços,5294.88,Transação referente a Prestação de Serviços
24,2025-08-14,saida,Marketing,3730.4,Transação referente a Marketing
56,2025-08-14,entrada,Prestação de Serviços,9556.57,Transação referente a Prestação de Serviços
352,2025-08-14,saida,Manutenção,2104.72,Transação referente a Manutenção
51,2025-08-15,saida,Impostos,488.43,Transação referente a Impostos
1064,2025-08-15,entrada,Prestação de Serviços,8771.3,Transação referente a Prestação de Serviços
614,2025-08-16,entrada,Aportes,5794.78,Transação referente a Aportes
1129,2025-08-16,saida,Marketing,4331.33,Transação referente a Marketing
442,2025-08-16,entrada,Vendas de Produtos,7600.72,Transação referente a Vendas de Produtos
707,2025-08-16,saida,Software SaaS,3118.31,Transação referente a Software SaaS
1213,2025-08-16,entrada,Vendas de Produtos,2363.88,Transação referente a Vendas de Produtos
1089,2025-08-17,saida,Folha Salarial,988.22,Transação referente a Folha Salarial
386,2025-08-17,saida,Marketing,3129.03,Transação referente a Marketing
1301,2025-08-17,saida,Aluguel,2393.48,Transação referente a Aluguel
1478,2025-08-18,entrada,Prestação de Serviços,8562.74,Transação referente a Prestação de Serviços
519,2025-08-18,saida,Manutenção,1319.95,Transação referente a Manutenção
1048,2025-08-18,entrada,Vendas de Produtos,8437.27,Transação referente a Vendas de Produtos
973,2025-08-19,saida,Aluguel,3825.52,Transação referente a Aluguel
1092,2025-08-19,entrada,Prestação de Serviços,11832.58,Transação referente a Prestação de Serviços
1296,2025-08-19,saida,Software SaaS,2541.61,Transação referente a Software SaaS
97,2025-08-19,saida,Logística,2612.2,Transação referente a Logística
1075,2025-08-19,entrada,Prestação de Serviços,2314.44,Transação referente a Prestação de Serviços
901,2025-08-19,saida,Manutenção,4168.55,Transação referente a Manutenção
144,2025-08-20,saida,Software SaaS,4152.94,Transação referente a Software SaaS
6,2025-08-20,saida,Marketing,171.45,Transação referente a Marketing
987,2025-08-21,entrada,Aportes,1593.02,Transação referente a Aportes
1313,2025-08-21,saida,Software SaaS,3676.93,Transação referente a Software SaaS
864,2025-08-21,saida,Logística,866.56,Transação referente a Logística
467,2025-08-22,saida,Logística,861.21,Transação referente a Logística
273,2025-08-22,saida,Manutenção,822.89,Transação referente a Manutenção
894,2025-08-22,saida,Aluguel,3847.32,Transação referente a Aluguel
645,2025-08-22,saida,Aluguel,1037.72,Transação referente a Aluguel
441,2025-08-22,saida,Impostos,1552.76,Transação referente a Impostos
1079,2025-08-23,saida,Folha Salarial,1205.57,Transação referente a Folha Salarial
155,2025-08-23,entrada,Aportes,3564.63,Transação referente a Aportes
395,2025-08-24,saida,Logística,2945.09,Transação referente a Logística
995,2025-08-24,saida,Impostos,4233.11,Transação referente a Impostos
495,2025-08-24,entrada,Vendas de Produtos,12734.87,Transação referente a Vendas de Produtos
1367,2025-08-25,saida,Software SaaS,3809.42,Transação referente a Software SaaS
257,2025-08-25,saida,Manutenção,3245.51,Transação referente a Manutenção
796,2025-08-26,saida,Marketing,4189.49,Transação referente a Marketing
803,2025-08-26,saida,Aluguel,1942.13,Transação referente a Aluguel
40,2025-08-26,saida,Folha Salarial,3349.78,Transação referente a Folha Salarial
774,2025-08-26,saida,Logística,2710.37,Transação referente a Logística
861,2025-08-26,entrada,Prestação de Serviços,8399.67,Transação referente a Prestação de Serviços
860,2025-08-26,saida,Logística,2487.19,Transação referente a Logística
604,2025-08-26,entrada,Vendas de Produtos,8640.9,Transação referente a Vendas de Produtos
60,2025-08-26,saida,Logística,1305.47,Transação referente a Logística
576,2025-08-26,saida,Aluguel,3185.3,Transação referente a Aluguel
521,2025-08-27,entrada,Vendas de Produtos,5687.8,Transação referente a Vendas de Produtos
749,2025-08-27,saida,Impostos,4203.85,Transação referente a Impostos
389,2025-08-27,saida,Impostos,2905.44,Transação referente a Impostos
1203,2025-08-27,entrada,Rendimentos,14304.09,Transação referente a Rendimentos
1412,2025-08-28,saida,Software SaaS,1521.63,Transação referente a Software SaaS
98,2025-08-28,saida,Impostos,3995.79,Transação referente a Impostos
1484,2025-08-28,saida,Folha Salarial,4447.13,Transação referente a Folha Salarial
1042,2025-08-28,entrada,Prestação de Serviços,8244.49,Transação referente a Prestação de Serviços
219,2025-08-28,saida,Software SaaS,1813.48,Transação referente a Software SaaS
1228,2025-08-28,entrada,Rendimentos,10294.73,Transação referente a Rendimentos
768,2025-08-29,entrada,Vendas de Produtos,3766.74,Transação referente a Vendas de Produtos
1447,2025-08-29,saida,Logística,2673.49,Transação referente a Logística
941,2025-08-30,entrada,Aportes,14536.78,Transação referente a Aportes
1340,2025-08-30,entrada,Prestação de Serviços,2458.43,Transação referente a Prestação de Serviços
451,2025-08-30,saida,Software SaaS,1452.41,Transação referente a Software SaaS
776,2025-08-30,saida,Folha Salarial,680.55,Transação referente a Folha Salarial
225,2025-08-31,saida,Folha Salarial,3714.33,Transação referente a Folha Salarial
307,2025-08-31,entrada,Aportes,10644.58,Transação referente a Aportes
925,2025-08-31,entrada,Prestação de Serviços,6357.67,Transação referente a Prestação de Serviços
179,2025-08-31,saida,Impostos,3790.97,Transação referente a Impostos
1001,2025-09-01,saida,Manutenção,1208.95,Transação referente a Manutenção
319,2025-09-01,saida,Manutenção,1847.91,Transação referente a Manutenção
220,2025-09-01,saida,Logística,3445.48,Transação referente a Logística
498,2025-09-01,entrada,Aportes,2020.33,Transação referente a Aportes
1441,2025-09-01,entrada,Prestação de Serviços,2667.04,Transação referente a Prestação de Serviços
947,2025-09-01,saida,Folha Salarial,3056.71,Transação referente a Folha Salarial
252,2025-09-01,saida,Manutenção,3457.1,Transação referente a Manutenção
927,2025-09-02,saida,Aluguel,3525.78,Transação referente a Aluguel
1240,2025-09-02,entrada,Vendas de Produtos,3426.86,Transação referente a Vendas de Produtos
384,2025-09-02,saida,Impostos,3397.13,Transação referente a Impostos
648,2025-09-02,saida,Marketing,3746.37,Transação referente a Marketing
1021,2025-09-03,saida,Aluguel,783.67,Transação referente a Aluguel
1289,2025-09-03,saida,Impostos,2658.74,Transação referente a Impostos
866,2025-09-03,saida,Folha Salarial,408.27,Transação referente a Folha Salarial
1389,2025-09-03,saida,Software SaaS,3009.43,Transação referente a Software SaaS
1054,2025-09-04,saida,Marketing,4016.96,Transação referente a Marketing
492,2025-09-04,saida,Manutenção,1635.65,Transação referente a Manutenção
472,2025-09-04,saida,Impostos,3984.33,Transação referente a Impostos
865,2025-09-05,entrada,Rendimentos,13493.5,Transação referente a Rendimentos
14,2025-09-05,saida,Impostos,375.54,Transação referente a Impostos
434,2025-09-05,saida,Impostos,4449.75,Transação referente a Impostos
579,2025-09-05,saida,Aluguel,2140.76,Transação referente a Aluguel
761,2025-09-05,entrada,Vendas de Produtos,1329.67,Transação referente a Vendas de Produtos
558,2025-09-06,entrada,Vendas de Produtos,6360.54,Transação referente a Vendas de Produtos
248,2025-09-07,saida,Folha Salarial,303.03,Transação referente a Folha Salarial
221,2025-09-07,saida,Marketing,697.03,Transação referente a Marketing
1134,2025-09-07,saida,Impostos,3071.37,Transação referente a Impostos
1178,2025-09-07,entrada,Prestação de Serviços,2970.91,Transação referente a Prestação de Serviços
475,2025-09-08,entrada,Rendimentos,10838.47,Transação referente a Rendimentos
106,2025-09-08,entrada,Prestação de Serviços,5115.02,Transação referente a Prestação de Serviços
907,2025-09-08,entrada,Rendimentos,3999.32,Transação referente a Rendimentos
1222,2025-09-08,saida,Folha Salarial,941.33,Transação referente a Folha Salarial
767,2025-09-08,saida,Logística,2646.19,Transação referente a Logística
1246,2025-09-08,saida,Aluguel,4242.41,Transação referente a Aluguel
1141,2025-09-08,saida,Logística,2697.99,Transação referente a Logística
147,2025-09-09,entrada,Vendas de Produtos,14907.82,Transação referente a Vendas de Produtos
1124,2025-09-09,saida,Logística,4427.92,Transação referente a Logística
939,2025-09-09,saida,Aluguel,1931.68,Transação referente a Aluguel
1271,2025-09-09,saida,Aluguel,1327.52,Transação referente a Aluguel
1343,2025-09-09,saida,Marketing,4444.16,Transação referente a Marketing
657,2025-09-10,saida,Folha Salarial,4299.76,Transação referente a Folha Salarial
230,2025-09-10,saida,Aluguel,1698.74,Transação referente a Aluguel
792,2025-09-10,saida,Marketing,2690.38,Transação referente a Marketing
121,2025-09-11,saida,Folha Salarial,915.58,Transação referente a Folha Salarial
1138,2025-09-11,entrada,Rendimentos,10491.21,Transação referente a Rendimentos
460,2025-09-11,saida,Logística,1275.97,Transação referente a Logística
1358,2025-09-11,saida,Manutenção,2799.54,Transação referente a Manutenção
473,2025-09-12,saida,Impostos,888.79,Transação referente a Impostos
407,2025-09-12,entrada,Rendimentos,3675.01,Transação referente a Rendimentos
482,2025-09-12,saida,Manutenção,4372.9,Transação referente a Manutenção
1388,2025-09-12,entrada,Vendas de Produtos,10180.0,Transação referente a Vendas de Produtos
1268,2025-09-13,entrada,Aportes,3833.56,Transação referente a Aportes
997,2025-09-13,saida,Software SaaS,1441.01,Transação referente a Software SaaS
1198,2025-09-13,entrada,Vendas de Produtos,2553.6,Transação referente a Vendas de Produtos
1084,2025-09-13,saida,Manutenção,56.05,Transação referente a Manutenção
250,2025-09-13,saida,Software SaaS,3179.66,Transação referente a Software SaaS
133,2025-09-14,entrada,Vendas de Produtos,11524.2,Transação referente a Vendas de Produtos
169,2025-09-14,saida,Logística,136.55,Transação referente a Logística
288,2025-09-14,saida,Aluguel,2001.78,Transação referente a Aluguel
283,2025-09-14,entrada,Prestação de Serviços,11070.25,Transação referente a Prestação de Serviços
1146,2025-09-14,saida,Logística,3459.47,Transação referente a Logística
844,2025-09-14,saida,Software SaaS,4448.39,Transação referente a Software SaaS
1267,2025-09-15,entrada,Aportes,12332.09,Transação referente a Aportes
1370,2025-09-15,entrada,Aportes,11766.21,Transação referente a Aportes
1376,2025-09-15,entrada,Rendimentos,6936.4,Transação referente a Rendimentos
469,2025-09-15,saida,Software SaaS,795.26,Transação referente a Software SaaS
980,2025-09-16,saida,Software SaaS,1442.79,Transação referente a Software SaaS
1341,2025-09-16,entrada,Aportes,3206.08,Transação referente a Aportes
363,2025-09-16,saida,Logística,663.24,Transação referente a Logística
968,2025-09-16,saida,Folha Salarial,1488.55,Transação referente a Folha Salarial
1265,2025-09-16,entrada,Aportes,4009.37,Transação referente a Aportes
873,2025-09-16,saida,Folha Salarial,4236.35,Transação referente a Folha Salarial
139,2025-09-17,saida,Logística,4476.14,Transação referente a Logística
9,2025-09-17,entrada,Vendas de Produtos,3780.63,Transação referente a Vendas de Produtos
745,2025-09-17,saida,Aluguel,2227.07,Transação referente a Aluguel
351,2025-09-18,entrada,Vendas de Produtos,10656.0,Transação referente a Vendas de Produtos
685,2025-09-18,saida,Logística,4389.34,Transação referente a Logística
1233,2025-09-18,entrada,Rendimentos,6132.41,Transação referente a Rendimentos
324,2025-09-19,saida,Marketing,914.27,Transação referente a Marketing
1302,2025-09-19,entrada,Aportes,12840.18,Transação referente a Aportes
824,2025-09-19,entrada,Vendas de Produtos,5928.14,Transação referente a Vendas de Produtos
165,2025-09-19,saida,Marketing,3941.74,Transação referente a Marketing
188,2025-09-19,entrada,Aportes,5659.82,Transação referente a Aportes
289,2025-09-19,saida,Software SaaS,374.12,Transação referente a Software SaaS
1495,2025-09-19,entrada,Prestação de Serviços,8374.49,Transação referente a Prestação de Serviços
2,2025-09-19,saida,Manutenção,4212.08,Transação referente a Manutenção
660,2025-09-19,entrada,Aportes,8724.2,Transação referente a Aportes
112,2025-09-20,saida,Manutenção,2509.44,Transação referente a Manutenção
1039,2025-09-20,saida,Software SaaS,958.3,Transação referente a Software SaaS
476,2025-09-20,entrada,Prestação de Serviços,10799.82,Transação referente a Prestação de Serviços
1053,2025-09-21,saida,Aluguel,2625.08,Transação referente a Aluguel
162,2025-09-21,saida,Logística,911.27,Transação referente a Logística
53,2025-09-21,entrada,Rendimentos,8976.95,Transação referente a Rendimentos
875,2025-09-21,saida,Aluguel,278.2,Transação referente a Aluguel
1411,2025-09-21,saida,Marketing,2525.21,Transação referente a Marketing
41,2025-09-21,saida,Logística,3257.59,Transação referente a Logística
696,2025-09-21,saida,Folha Salarial,3088.03,Transação referente a Folha Salarial
887,2025-09-22,saida,Logística,3964.75,Transação referente a Logística
149,2025-09-22,saida,Manutenção,813.62,Transação referente a Manutenção
976,2025-09-22,saida,Software SaaS,3013.3,Transação referente a Software SaaS
704,2025-09-22,saida,Impostos,3243.04,Transação referente a Impostos
1126,2025-09-23,saida,Software SaaS,4385.14,Transação referente a Software SaaS
753,2025-09-23,saida,Aluguel,4032.44,Transação referente a Aluguel
1015,2025-09-23,entrada,Aportes,11735.94,Transação referente a Aportes
1083,2025-09-24,entrada,Prestação de Serviços,11001.17,Transação referente a Prestação de Serviços
586,2025-09-24,saida,Folha Salarial,4017.33,Transação referente a Folha Salarial
477,2025-09-24,saida,Impostos,3178.58,Transação referente a Impostos
200,2025-09-24,entrada,Aportes,6425.47,Transação referente a Aportes
466,2025-09-25,entrada,Aportes,14879.27,Transação referente a Aportes
1094,2025-09-25,entrada,Prestação de Serviços,1058.24,Transação referente a Prestação de Serviços
1474,2025-09-25,entrada,Prestação de Serviços,4584.78,Transação referente a Prestação de Serviços
622,2025-09-25,saida,Aluguel,1059.39,Transação referente a Aluguel
428,2025-09-26,saida,Aluguel,2725.91,Transação referente a Aluguel
1318,2025-09-26,saida,Aluguel,3624.91,Transação referente a Aluguel
118,2025-09-26,entrada,Vendas de Produtos,11196.03,Transação referente a Vendas de Produtos
722,2025-09-26,entrada,Aportes,1277.56,Transação referente a Aportes
1152,2025-09-26,saida,Impostos,1651.2,Transação referente a Impostos
972,2025-09-26,saida,Marketing,95.09,Transação referente a Marketing
661,2025-09-27,saida,Logística,981.47,Transação referente a Logística
371,2025-09-27,saida,Impostos,229.45,Transação referente a Impostos
1232,2025-09-27,saida,Manutenção,474.75,Transação referente a Manutenção
1449,2025-09-27,saida,Manutenção,4410.88,Transação referente a Manutenção
991,2025-09-27,saida,Logística,2081.76,Transação referente a Logística
1307,2025-09-27,saida,Impostos,112.36,Transação referente a Impostos
1155,2025-09-27,saida,Impostos,4439.99,Transação referente a Impostos
632,2025-09-28,saida,Folha Salarial,2905.63,Transação referente a Folha Salarial
173,2025-09-28,saida,Software SaaS,2820.65,Transação referente a Software SaaS
1351,2025-09-28,saida,Aluguel,4200.36,Transação referente a Aluguel
673,2025-09-28,saida,Aluguel,2493.14,Transação referente a Aluguel
1148,2025-09-29,entrada,Vendas de Produtos,11975.57,Transação referente a Vendas de Produtos
100,2025-09-29,saida,Manutenção,3208.52,Transação referente a Manutenção
1407,2025-09-29,entrada,Vendas de Produtos,14786.59,Transação referente a Vendas de Produtos
716,2025-09-29,saida,Folha Salarial,3174.05,Transação referente a Folha Salarial
606,2025-09-29,saida,Software SaaS,612.83,Transação referente a Software SaaS
1249,2025-09-30,saida,Marketing,1881.55,Transação referente a Marketing
505,2025-09-30,saida,Impostos,1118.68,Transação referente a Impostos
988,2025-09-30,saida,Folha Salarial,1865.2,Transação referente a Folha Salarial
372,2025-09-30,saida,Manutenção,1427.3,Transação referente a Manutenção
215,2025-09-30,entrada,Prestação de Serviços,2778.69,Transação referente a Prestação de Serviços
339,2025-09-30,saida,Logística,354.84,Transação referente a Logística
1032,2025-09-30,saida,Manutenção,4010.09,Transação referente a Manutenção
923,2025-10-01,entrada,Aportes,6298.47,Transação referente a Aportes
180,2025-10-01,saida,Software SaaS,3016.9,Transação referente a Software SaaS
1243,2025-10-01,saida,Logística,705.58,Transação referente a Logística
116,2025-10-01,saida,Impostos,2450.74,Transação referente a Impostos
656,2025-10-02,saida,Impostos,2806.3,Transação referente a Impostos
308,2025-10-02,entrada,Aportes,8385.5,Transação referente a Aportes
279,2025-10-02,saida,Logística,1026.58,Transação referente a Logística
1037,2025-10-02,saida,Manutenção,4163.33,Transação referente a Manutenção
1372,2025-10-02,entrada,Aportes,1389.19,Transação referente a Aportes
1432,2025-10-03,saida,Manutenção,4081.78,Transação referente a Manutenção
625,2025-10-03,entrada,Vendas de Produtos,10655.1,Transação referente a Vendas de Produtos
1403,2025-10-03,saida,Software SaaS,3318.99,Transação referente a Software SaaS
1450,2025-10-03,saida,Aluguel,4498.67,Transação referente a Aluguel
350,2025-10-03,saida,Impostos,3970.19,Transação referente a Impostos
231,2025-10-04,entrada,Rendimentos,14802.49,Transação referente a Rendimentos
1491,2025-10-05,saida,Logística,3599.75,Transação referente a Logística
